_NAME_,_PRICE_,_CUSINE_CATEGORY_,_CITY_,_REGION_,_URL_,_PAGE_NO_,_CUSINE_TYPE_,_TIMING_,_RATING_TYPE_,_RATING_,_VOTES_
"""Rolls n More""","""300""","""Rolls,Street Food""","""Ahmedabad""","""Satellite""","""https://www.zomato.com/ahmedabad/rolls-n-more-satellite/info""","""146""","""Quick Bites""","""6pm to 12midnight(Mon-Sun)""","""Good""","""3.6""","""17"""
"""Jayraj""","""250""","""Fast Food""","""Ahmedabad""","""Ambavadi""","""https://www.zomato.com/ahmedabad/jayraj-ambavadi/info""","""146""","""Quick Bites""","""10am to 12midnight(Mon-Sun)""","""Average""","""3.3""","""19"""
"""New Ansari Hotel""","""400""","""North Indian,Mughlai""","""Ahmedabad""","""Kankaria""","""https://www.zomato.com/ahmedabad/new-ansari-hotel-kankaria/info""","""146""","""Casual Dining""","""8am to 1130pm(Mon-Sun)""","""Average""","""3.4""","""21"""
"""Shree Marutinandan""","""500""","""North Indian,Chinese,Gujarati""","""Ahmedabad""","""Isanpur""","""https://www.zomato.com/ahmedabad/shree-marutinandan-isanpur/info""","""146""","""Casual Dining""","""11am to 4pm,7pm to 12midnight(Mon-Sun)""","""Average""","""2.7""","""26"""
"""Hotel Royal Palace""","""550""","""North Indian,Chinese""","""Ahmedabad""","""Sarkhej""","""https://www.zomato.com/ahmedabad/hotel-royal-palace-sarkhej/info""","""146""","""Casual Dining""","""10am to 1130pm(Mon-Sun)""","""Average""","""2.9""","""26"""
"""Krish Food""","""500""","""North Indian""","""Ahmedabad""","""Bopal""","""https://www.zomato.com/ahmedabad/krish-food-bopal/info""","""146""","""Quick Bites""","""11am to 330pm,630pm to 1130pm(Mon-Sun)""","""Average""","""3.2""","""19"""
"""Merciato""","""500""","""Mexican""","""Ahmedabad""","""Food Junction-- Bodakdev""","""https://www.zomato.com/ahmedabad/merciato-bodakdev/info""","""146""","""Quick Bites""","""7pm to 1am(Mon-Sun)""","""Average""","""3.3""","""18"""
"""Ice Gola Wala""","""200""","""Desserts,Beverages""","""Ahmedabad""","""The Spicy Street Road-- Airport Gandhinagar Highway""","""https://www.zomato.com/ahmedabad/ice-gola-wala-airport-gandhinagar-highway-gandhinagar/info""","""146""","""Food Court""","""630pm to 1130pm(Mon-Sun)""","""Average""","""3.2""","""8"""
"""The Cups""","""400""","""Cafe""","""Ahmedabad""","""Chandlodia""","""https://www.zomato.com/ahmedabad/the-cups-chandlodia/info""","""146""","""Café""","""11am to 2am(Mon-Sun)""","""Average""","""3.3""","""24"""
"""Maruti Cafe""","""150""","""Fast Food,North Indian""","""Ahmedabad""","""Shahibagh""","""https://www.zomato.com/ahmedabad/maruti-cafe-1-shahibagh/info""","""146""","""Quick Bites""","""7pm to 1230AM(Mon-Sun)""","""Good""","""3.5""","""30"""
"""Tawa Tandoor""","""500""","""North Indian""","""Ahmedabad""","""Prahlad Nagar""","""https://www.zomato.com/ahmedabad/tawa-tandoor-prahlad-nagar/info""","""147""","""Quick Bites""","""12noon to 330pm,630pm to 1am(Mon-Sun)""","""Average""","""2.8""","""14"""
"""Natural Homemade Ice Creams""","""200""","""Ice Cream""","""Ahmedabad""","""Kankaria""","""https://www.zomato.com/ahmedabad/natural-homemade-ice-creams-kankaria/info""","""147""","""Dessert Parlor""","""10am to 1230AM(Mon-Sun)""","""Average""","""3.3""","""16"""
"""Brother's Recipes""","""500""","""North Indian""","""Ahmedabad""","""Ranip""","""https://www.zomato.com/ahmedabad/brothers-recipes-ranip/info""","""147""","""Quick Bites""","""11am to 3pm,5pm to 5am(Mon-Sun)""","""Average""","""3.2""","""23"""
"""Yoga Cafe""","""450""","""Healthy Food""","""Ahmedabad""","""Prahlad Nagar""","""https://www.zomato.com/ahmedabad/yoga-cafe-2-prahlad-nagar/info""","""147""","""Quick Bites""","""630am to 1130am,630pm to 1130pm(Mon-Sun)""","""Average""","""3.3""","""12"""
"""Anand Pizza & Snacks""","""250""","""Fast Food""","""Ahmedabad""","""Prahlad Nagar""","""https://www.zomato.com/ahmedabad/anand-pizza-snacks-prahlad-nagar/info""","""147""","""Quick Bites""","""730am to 1130pm(Mon-Sun)""","""Average""","""3.3""","""15"""
"""Alif Sandburg""","""300""","""Fast Food""","""Ahmedabad""","""Shahpur""","""https://www.zomato.com/ahmedabad/alif-sandburg-2-shahpur/info""","""147""","""Quick Bites""","""5pm to 1am(Mon-Sun)""","""Good""","""3.5""","""24"""
"""Kunwar Foods""","""300""","""North Indian,Chinese""","""Ahmedabad""","""Prahlad Nagar""","""https://www.zomato.com/ahmedabad/kunwar-foods-prahlad-nagar/info""","""147""","""Quick Bites""","""11am to 3pm,7pm to 1130pm(Mon-Sun)""","""Average""","""3.3""","""11"""
"""Bonfire Cafeteria""","""300""","""North Indian,Chinese,Fast Food""","""Ahmedabad""","""Airport Gandhinagar Highway""","""https://www.zomato.com/ahmedabad/bonfire-cafeteria-airport-gandhinagar-highway-gandhinagar/info""","""147""","""Quick Bites""","""12noon to 2am(Mon-Sun)""","""Average""","""2.8""","""25"""
"""The Good Bite""","""200""","""Fast Food,Desserts""","""Ahmedabad""","""Vastrapur""","""https://www.zomato.com/ahmedabad/the-good-bite-1-vastrapur/info""","""147""","""Quick Bites""","""Closed(Mon),11am to 230pm,7pm to 11pm(Tue...""","""None""","""NEW""","""NEW"""
"""Amardeep Restaurant""","""600""","""North Indian,Gujarati""","""Ahmedabad""","""Paldi""","""https://www.zomato.com/ahmedabad/amardeep-restaurant-paldi/info""","""147""","""Casual Dining""","""11am to 4pm,630pm to 1130pm(Mon-Sun)""","""Average""","""3.3""","""19"""
"""Shriram Dabeli Vada Pav""","""250""","""Street Food""","""Ahmedabad""","""Paldi""","""https://www.zomato.com/ahmedabad/shriram-dabeli-vada-pav-paldi/info""","""147""","""Quick Bites""","""3pm to 12midnight(Mon-Sun)""","""Average""","""3.4""","""24"""
"""Taste Fast""","""600""","""North Indian,Gujarati""","""Ahmedabad""","""Satellite""","""https://www.zomato.com/ahmedabad/taste-fast-satellite/info""","""147""","""Casual Dining""","""10am to 12midnight(Mon-Sun)""","""Average""","""3.0""","""18"""
"""A24 Food Zone & Cafe""","""400""","""Sandwich,Fast Food,Beverages""","""Ahmedabad""","""C G Road""","""https://www.zomato.com/ahmedabad/a24-food-zone-cafe-c-g-road/info""","""147""","""Quick Bites""","""11am to 3am(Mon-Sun)""","""None""","""NEW""","""NEW"""
"""Dozzee The Cafe""","""400""","""Fast Food""","""Ahmedabad""","""Thaltej""","""https://www.zomato.com/ahmedabad/dozzee-the-cafe-thaltej/info""","""147""","""Quick Bites""","""3pm to 1am(Mon-Sun)""","""Good""","""3.6""","""16"""
