NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Gazebo Restaurant & Party Lawn,800,"North Indian,Chinese,Continental,Mughlai",Dehradun,Rajpur,Casual Dining,Good,3.6,33
Yummies Fast Food,250,Fast Food,Dehradun,Dharampur,Quick Bites,Good,3.5,59
Melt - Hotel Saffron Leaf,1000,"North Indian,Chinese,Finger Food",Dehradun,Kaonli,Casual Dining,Good,3.6,39
Chanchal Restaurant,550,"Street Food,Mithai,Chinese,North Indian",Dehradun,Dharampur,Sweet Shop,Good,3.5,63
Ginger and Grape,800,"North Indian,Chinese",Dehradun,Chukkuwala,Casual Dining,Good,3.6,39
Lazezz Kathi Roll From Kolkata's,120,Rolls,Dehradun,Ballupur,Quick Bites,Good,3.7,24
Ambrosia,1200,"North Indian,Continental,Chinese",Dehradun,Chukkuwala,Casual Dining,Average,3.4,56
Al Baik Chicken,200,Fast Food,Dehradun,Balliwala,Quick Bites,Very Good,4.1,58
New Dana Pani Restaurant,500,"North Indian,Chinese",Dehradun,Majra,Casual Dining,Good,3.6,34
Doon Tripple Nine,600,"North Indian,Chinese",Dehradun,Krishna Nagar,Casual Dining,Good,3.8,88
H.U.H Hold Ur Hunger,500,Cafe,Dehradun,Subhash Nagar,Café,Good,3.5,35
Kalra Sweet Shop,150,"Street Food,Mithai,Fast Food",Dehradun,Prem Nagar,Sweet Shop,Average,3.4,33
Kumar Foods Restaurant,800,"North Indian,Chinese,Continental",Dehradun,Chukkuwala,Casual Dining,Good,3.8,88
Oxygin Lounge & Bistro,0,"North Indian,Chinese,Continental,Lebanese",Dehradun,Hathibarkala Salwala,Casual Dining,None,NEW,NEW
The Urban Pendu Cafe,1200,Cafe,Dehradun,Subhash Nagar,Café,Good,3.6,37
Paridhi Restaurant And Fast Food,400,"North Indian,Biryani,Fast Food,Chinese,Rolls,Momos",Dehradun,Majra,Casual Dining,Average,3.4,25
Laziz Pizza,400,Fast Food,Dehradun,Morowala,Quick Bites,Average,3.3,33
Doonites Cafe,500,"Chinese,Continental",Dehradun,Subhash Nagar,Quick Bites,Good,3.5,18
New Anchal Sweets & Dairy,200,"Mithai,Fast Food,Street Food,Momos",Dehradun,Dharampur,Quick Bites,Good,3.7,44
FairMenu,400,"North Indian,Chinese",Dehradun,Krishna Nagar,Quick Bites,Good,3.7,35
Uncle Johns Pizza,600,"Fast Food,Beverages,Pizza",Dehradun,Raipur,Quick Bites,Good,3.6,68
Greens Dine Leisure Point,550,"North Indian,Chinese",Dehradun,Prem Nagar,Casual Dining,Good,3.8,39
Hungry Cafe,250,Cafe,Dehradun,Karanpur,Café,Average,3.4,15
The Oven Bakery,250,"Bakery,Continental",Dehradun,Dharampur,Bakery,Average,3.4,11
Matta's Food Corner,400,"Fast Food,Street Food",Dehradun,Laxman Chowk,Quick Bites,Good,3.7,44
Bikanervala,600,"North Indian,Mithai,Chinese,South Indian,Street Food,Beverages",Dehradun,Chironwali,Quick Bites,Average,2.8,39
Hideout Cafe,300,Cafe,Dehradun,Dharampur,Café,Good,3.6,40
Chutney Merry,400,"North Indian,Chinese",Dehradun,Krishna Nagar,Casual Dining,Average,3.2,25
Talab Cafe,300,"Chinese,North Indian,Beverages,Continental",Dehradun,Balliwala,Quick Bites,Good,3.7,17
Kukreja Food Complex,1000,"Chinese,North Indian,Mughlai",Dehradun,Krishna Nagar,Fine Dining,Average,3.2,45
Kuks N Bakes,400,Bakery,Dehradun,Subhash Nagar,Bakery,Average,3.3,13
Mr & Mrs Cafe,300,Fast Food,Dehradun,Morowala,Quick Bites,Average,3.2,20
First Crush Cafe,300,"Coffee,Beverages,Burger,Pizza",Dehradun,Ballupur,Café,Average,3.3,39
The Northeast Hut,400,North Eastern,Dehradun,Krishna Nagar,Quick Bites,Average,3.3,34
Doon Chowpati,500,"South Indian,Chinese",Dehradun,Kaonli,Food Court,Good,3.5,27
