NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
K- Gazebo,100,Fast Food,Allahabad,Civil Lines,Quick Bites,None,NEW,NEW
Gyan Vaishno Bhojanalaya,500,North Indian,Allahabad,Leader Road,Casual Dining,Average,2.8,17
AL- Broust's De- Fountain Restaurant,500,"Chinese,North Indian,Rolls",Allahabad,Civil Lines,Quick Bites,Average,3.0,12
Wafl Cafe,400,"Desserts,Bakery,Beverages,Fast Food,Continental",Allahabad,Civil Lines,Café,Average,3.3,5
Warsi Restaurant,200,North Indian,Allahabad,Kareli,Quick Bites,None,NEW,NEW
Celebrations Grill & Lounge,600,North Indian,Allahabad,Ashok Nagar,Casual Dining,Average,3.2,6
Dynasty Restaurant - Imperial House,1000,"North Indian,Chinese",Allahabad,Ashok Nagar,Fine Dining,Good,3.6,12
Taste Of Prayagraj,300,"Fast Food,North Indian",Allahabad,Dhoomanganj,Quick Bites,Average,3.1,9
Bawarchi Non-Veg & Veg Restaurant,200,North Indian,Allahabad,Civil Lines,Quick Bites,Average,3.4,8
Jai Shri Bhojnalaya,150,North Indian,Allahabad,Dhoomanganj,Bhojanalya,None,NEW,NEW
Zimana,500,"North Indian,Chinese,Beverages,Coffee,Continental,Desserts,Pizza,South Indian",Allahabad,Civil Lines,Casual Dining,Average,3.4,12
Qadir Baksh Sweets,300,"Mithai,Desserts",Allahabad,Kareli,Sweet Shop,None,NEW,NEW
Foodoos,300,North Indian,Allahabad,Ashok Nagar,Quick Bites,None,NEW,NEW
South Mouth,500,South Indian,Allahabad,Vinayak City Centre Mall-- Civil Lines,Food Court,Average,3.2,10
U.S.Pizza,500,"Pizza,Salad",Allahabad,Colonel Ganj,Quick Bites,None,NEW,NEW
The Lupitas,250,North Indian,Allahabad,Civil Lines,Quick Bites,Average,3.4,6
U.P. 70 Resto,450,"Chinese,North Indian",Allahabad,George Town,Quick Bites,Good,3.5,16
Samira Restaurant,600,North Indian,Allahabad,Leader Road,Casual Dining,Average,3.0,13
Giza Family Restaurant,500,"Mughlai,North Indian",Allahabad,Kareli,Quick Bites,Average,3.1,9
Food Village Restaurant,500,"North Indian,Chinese,Continental",Allahabad,Rajrooppur,Casual Dining,Average,3.4,18
Dilbahar Lassi House,200,Fast Food,Allahabad,Kareli,Quick Bites,None,NEW,NEW
Appetour & Frotica,300,Fast Food,Allahabad,Civil Lines,Quick Bites,Average,3.3,8
Helipad View Restaurant And Banquet Hall,450,"North Indian,Chinese",Allahabad,Civil Lines,Quick Bites,None,NEW,NEW
Moonshine,500,"North Indian,Biryani",Allahabad,Civil Lines,Casual Dining,Average,3.3,10
New Sizzler Point,450,"North Indian,Chinese",Allahabad,Civil Lines,Dhaba,Average,3.4,14
Punjabi Tadka,500,North Indian,Allahabad,Vinayak City Centre Mall-- Civil Lines,Food Court,Average,3.0,6
Rang Mahal - Hotel Ajay International,2000,"North Indian,Chinese,Continental,South Indian",Allahabad,Civil Lines,Casual Dining,Average,3.4,9
Avion Fast Food,150,"North Indian,South Indian,Chinese",Allahabad,Civil Lines,Quick Bites,Average,3.1,4
New Novelty Restaurant,500,North Indian,Allahabad,Chowk,Casual Dining,Average,2.8,12
Blackout Restro,500,"North Indian,Chinese",Allahabad,Naini,Casual Dining,Not rated,-,-
Hari Vrindavan,400,"Chinese,South Indian,North Indian",Allahabad,Ashok Nagar,Quick Bites,Average,3.3,7
Lazeez Darbar,500,"North Indian,Mughlai",Allahabad,Civil Lines,Casual Dining,Average,3.3,11
MFC Restaurant Champaran Meat House,400,North Indian,Allahabad,Civil Lines,Quick Bites,Average,3.1,6
Pizza Club 99,150,"Pizza,Bakery",Allahabad,Dhoomanganj,Quick Bites,None,NEW,NEW
Forex  Restaurant,300,North Indian,Allahabad,Kareli,Quick Bites,None,NEW,NEW
The Hunt Bakers,150,"Bakery,Desserts",Allahabad,Naini,Bakery,Average,3.0,5
Indian Flavour,300,"North Indian,South Indian,Chinese,Fast Food",Allahabad,Civil Lines,Casual Dining,Not rated,-,-
EDR Restaurant,600,North Indian,Allahabad,Allapur,Casual Dining,Average,3.1,10
Bhagwan Das Prahlad Das Nvedya Mishthan,500,Mithai,Allahabad,Kareli,Sweet Shop,Not rated,-,-
Nalanda Hotel,300,North Indian,Allahabad,Leader Road,Casual Dining,Average,3.2,5
Cafe Orchard,300,Fast Food,Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Little China,500,Chinese,Allahabad,Vinayak City Centre Mall-- Civil Lines,Food Court,Not rated,-,-
Pride Inn Tantra Restaurant,600,"North Indian,Chinese,Continental,Fast Food,Beverages",Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Ritz,300,North Indian,Allahabad,Civil Lines,Quick Bites,Not rated,-,-
Penguin Indian & Mugal Foods,250,"Indian,Mughlai",Allahabad,Allapur,Quick Bites,Average,3.2,8
What's The Food,400,North Indian,Allahabad,George Town,Quick Bites,Not rated,-,-
Bakers Bakery,350,Bakery,Allahabad,Kareli,Bakery,None,NEW,NEW
Amber Restaurant,500,"North Indian,Mughlai",Allahabad,Leader Road,Casual Dining,Not rated,-,-
Ananya Bhojnalaya,300,North Indian,Allahabad,Civil Lines,Bhojanalya,Average,3.0,6
Rasoi Restaurant-Hotel Prayag,800,"North Indian,Chinese",Allahabad,Leader Road,Casual Dining,Not rated,-,-
Silk Restaurant,550,"North Indian,South Indian,Chinese",Allahabad,Bairahana,Casual Dining,Average,2.9,6
