NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Cake Spot,200,Bakery,Chennai,Porur,Bakery,Good,3.7,28
Hajiyaar Biriyani,300,Biryani,Chennai,Pallavaram,Quick Bites,Good,3.7,46
Moti Mahal Delux,600,"North Indian,Mughlai",Chennai,Ambit IT Park-- Ambattur,Casual Dining,Average,3.3,46
GMT - Gelateria Montecatini Terme,500,"Desserts,Beverages,Fast Food",Chennai,T. Nagar,Dessert Parlor,Good,3.6,41
Bismi Briyani,200,Biryani,Chennai,Perambur,Casual Dining,Average,2.8,43
Baalaji Krishnaa's,300,"South Indian,North Indian,Chinese",Chennai,Tambaram,Quick Bites,Average,2.9,45
SVP's 101 Dosa,300,South Indian,Chennai,Selaiyur,Quick Bites,Good,3.7,45
Quality and Taste QT,350,"Biryani,South Indian,North Indian",Chennai,Navallur,Casual Dining,Good,3.5,58
Cream Feast,300,"Ice Cream,Fast Food",Chennai,Adambakkam,Dessert Parlor,Good,3.5,41
OCD - Obsessive Cupcake Disorder,400,"Bakery,Desserts",Chennai,Perambur,Bakery,Good,3.7,33
Yumla,300,"Fast Food,Beverages",Chennai,Porur,Quick Bites,Good,3.7,30
Kunti Ande Ka Funda,300,"North Indian,Chinese",Chennai,Vandalur,Quick Bites,Average,3.3,50
Nalabagamm,650,"North Indian,Chinese",Chennai,Avadi,Casual Dining,Average,3.3,48
Absolute Arusuvai,200,"South Indian,North Indian,Street Food",Chennai,T. Nagar,Casual Dining,Good,3.7,44
New Paradise Biriyani,450,"Biryani,North Indian,South Indian",Chennai,Spencer Plaza Mall-- Thousand Lights,Casual Dining,Average,3.3,39
Thariq Biriyani,250,"Biryani,Hyderabadi",Chennai,Velachery,Quick Bites,Average,3.4,56
Kalmane Koffees,300,"Cafe,Fast Food",Chennai,Ampa Skywalk Mall-- Aminijikarai,Beverage Shop,Average,3.0,39
Grill and Barbecue Hut,300,BBQ,Chennai,Ambattur,Quick Bites,Average,2.8,41
Sri Kumaran Chettinadu Hotel,400,"North Indian,Chinese",Chennai,Thuraipakkam,Casual Dining,Average,3.4,35
The Shawarma Shop,300,Lebanese,Chennai,Madipakkam,none,Average,2.9,47
New Sri Balaji Bhavan,300,"South Indian,Chinese",Chennai,Kolathur,Quick Bites,Good,3.7,47
Just Orient,550,"North Indian,Chinese",Chennai,RA Puram,Casual Dining,Average,3.4,49
Aaryan Veg Restaurant,300,"South Indian,Chinese",Chennai,Ambattur,Casual Dining,Good,3.5,49
Cake Lake,200,"Bakery,Fast Food",Chennai,Washermenpet,Bakery,Average,3.3,9
S My Hotel,250,"South Indian,North Indian,Chinese",Chennai,Royapettah,Quick Bites,Average,2.9,37
Delicacy,500,"Sandwich,Fast Food",Chennai,Guindy,Quick Bites,Good,3.5,47
Hotel Deccan,450,"Biryani,Chettinad,North Indian",Chennai,Purasavakkam,Quick Bites,Average,3.4,42
Bread Winners,400,"Bakery,Fast Food",Chennai,Pallavaram,Bakery,Average,3.4,39
Amul Ice Cream,150,"Desserts,Ice Cream",Chennai,Velachery,Dessert Parlor,Good,3.5,47
