NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Sania snacks,200,Fast Food,Bhubaneswar,Patia,Quick Bites,Good,3.9,144
Mom's Place,300,North Indian,Bhubaneswar,Patia,Quick Bites,Good,3.9,91
Maharaja Hotel and Restaurant,800,North Indian,Bhubaneswar,Sahid Nagar,Casual Dining,Good,3.5,133
Sizzling Hub,500,"Chinese,North Indian",Bhubaneswar,Surya Nagar,Casual Dining,Good,3.7,82
Hide Away Restro and Cafe,300,"North Indian,Tea",Bhubaneswar,Unit 4,Casual Dining,Very Good,4.0,102
Food Junction,300,"Fast Food,Chinese,North Indian",Bhubaneswar,Khandagiri,Quick Bites,Good,3.7,95
The Great Babylon,600,"North Indian,Fast Food",Bhubaneswar,Khandagiri,Casual Dining,Good,3.7,149
DFC,400,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,Poor,2.3,145
Shree Lal Food Plaza,200,"North Indian,South Indian,Chinese",Bhubaneswar,Khandagiri,Casual Dining,Good,3.7,51
Pushpak Restaurant,200,Oriya,Bhubaneswar,Khandagiri,Quick Bites,Average,3.4,89
Maa Matihandi Mutton,250,North Indian,Bhubaneswar,Chandrasekharpur,Quick Bites,Very Good,4.0,180
Indian Fried Chicken,500,Fast Food,Bhubaneswar,Patia,Quick Bites,Average,3.3,166
Hashtag,350,"North Indian,Fast Food",Bhubaneswar,Patia,Quick Bites,Good,3.6,80
Food Junction,500,"North Indian,Chinese,Fast Food,South Indian",Bhubaneswar,Bapuji Nagar,Food Court,Average,2.7,135
The Klove,800,"North Indian,Chinese",Bhubaneswar,Jagmohan Nagar,Casual Dining,Good,3.6,121
Just Momos,200,"Fast Food,Chinese,Momos",Bhubaneswar,Patia,Quick Bites,Good,3.6,143
Chennai Raja's Dosa House,100,South Indian,Bhubaneswar,Unit 4,Quick Bites,Good,3.7,78
Vicky's Restaurant,200,"North Indian,Chinese",Bhubaneswar,Jatni,Quick Bites,None,NEW,NEW
Refresh Live,250,"Beverages,Bakery,Burger,Cafe Food,Sandwich",Bhubaneswar,Nayapalli,Quick Bites,Good,3.5,75
Flaming Wok,500,Chinese,Bhubaneswar,Jagmohan Nagar,Casual Dining,Good,3.8,147
QDOBA,200,"North Indian,Chinese,Fast Food",Bhubaneswar,Patia,Quick Bites,Good,3.9,98
Cinnabon,300,"Cafe,Coffee,Beverages,Desserts",Bhubaneswar,Sahid Nagar,Café,Very Good,4.1,72
Roll Junction,300,Fast Food,Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.5,140
Cafe Coffee Day,650,"Cafe,Fast Food",Bhubaneswar,Jayadev Vihar,Café,Good,3.6,96
Sri Radhe Radhe Pure Veg Restaurant,400,North Indian,Bhubaneswar,Nayapalli,Casual Dining,Average,3.4,121
Global Belly - Hotel Seetal,950,"North Indian,Continental,Oriya",Bhubaneswar,Hotel Seetal-- Sahid Nagar,Casual Dining,Good,3.9,122
KFCC,400,"Fast Food,North Indian,Chinese",Bhubaneswar,Kalinga Nagar,Quick Bites,Good,3.5,103
Confetti - Hotel Marrion,250,Desserts,Bhubaneswar,New Marrion Hotel-- Kharabela Nagar,Dessert Parlor,Very Good,4.0,63
Viswam Multi Cuisine Restaurant,700,North Indian,Bhubaneswar,Bapuji Nagar,Casual Dining,Average,3.4,73
Tangy Tomato,300,"Fast Food,Chinese,North Indian",Bhubaneswar,Chandrasekharpur,Quick Bites,Good,3.5,38
Omm Sai Ram Fast Food,200,"Fast Food,Chinese",Bhubaneswar,Chandrasekharpur,Quick Bites,Average,3.4,138
Celebrations Marwari Rasoi,200,"South Indian,Fast Food",Bhubaneswar,Patia,Quick Bites,Good,3.8,104
Hayat Biryani,300,"Biryani,North Indian",Bhubaneswar,Patia,Quick Bites,Good,3.6,93
